instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,dayofmonth,train
270,1/12/11,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,12,1
271,1/12/11,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,12,1
272,1/12/11,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,12,1
273,1/12/11,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,12,1
274,1/12/11,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,12,1
275,1/12/11,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,12,1
276,1/12/11,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,12,1
277,1/12/11,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,12,1
278,1/13/11,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,13,1
279,1/13/11,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,13,1
280,1/13/11,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,13,1
281,1/13/11,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,13,1
282,1/13/11,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,13,1
283,1/13/11,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,13,1
284,1/13/11,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,13,1
285,1/13/11,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,13,1
286,1/13/11,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,13,1
287,1/13/11,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,13,1
288,1/13/11,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,13,1
289,1/13/11,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,13,1
290,1/13/11,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,13,1
291,1/13/11,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,13,1
292,1/13/11,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,13,1
293,1/13/11,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,13,1
294,1/13/11,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,13,1
295,1/13/11,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,13,1
296,1/13/11,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,13,1
297,1/13/11,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,13,1
298,1/13/11,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,13,1
299,1/13/11,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,13,1
300,1/13/11,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,13,1
301,1/13/11,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,13,1
302,1/14/11,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,14,1
303,1/14/11,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,14,1
304,1/14/11,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,14,1
305,1/14/11,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,14,1
306,1/14/11,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,14,1
307,1/14/11,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,14,1
308,1/14/11,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,14,1
309,1/14/11,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,14,1
310,1/14/11,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,14,1
311,1/14/11,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,14,1
312,1/14/11,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,14,1
313,1/14/11,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,14,1
314,1/14/11,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,14,1
315,1/14/11,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,14,1
316,1/14/11,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,14,1
317,1/14/11,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,14,1
318,1/14/11,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,14,1
319,1/14/11,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,14,1
320,1/14/11,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,14,1
321,1/14/11,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68,14,1
322,1/14/11,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52,14,1
323,1/14/11,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36,14,1
324,1/14/11,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27,14,1
325,1/15/11,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28,15,1
326,1/15/11,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,15,1
327,1/15/11,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,15,1
328,1/15/11,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8,15,1
329,1/15/11,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5,15,1
330,1/15/11,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1,15,1
331,1/15/11,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,15,1
332,1/15/11,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10,15,1
333,1/15/11,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,15,1
334,1/15/11,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,15,1
335,1/15/11,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,15,1
336,1/15/11,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,15,1
337,1/15/11,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,15,1
338,1/15/11,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,15,1
339,1/15/11,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,15,1
340,1/15/11,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,15,1
341,1/15/11,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,15,1
342,1/15/11,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,15,1
343,1/15/11,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,15,1
344,1/15/11,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,15,1
345,1/15/11,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,15,1
346,1/15/11,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,15,1
347,1/15/11,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,15,1
348,1/15/11,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,15,1
349,1/16/11,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39,16,1
350,1/16/11,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,16,1
351,1/16/11,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,16,1
352,1/16/11,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15,16,1
353,1/16/11,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,16,1
354,1/16/11,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,16,1
355,1/16/11,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,16,1
356,1/16/11,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,16,1
357,1/16/11,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,16,1
358,1/16/11,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,16,1
359,1/16/11,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,16,1
360,1/16/11,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,16,1
361,1/16/11,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,16,1
362,1/16/11,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,16,1
363,1/16/11,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,16,1
364,1/16/11,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,16,1
365,1/16/11,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,16,1
366,1/16/11,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,16,1
367,1/16/11,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,16,1
368,1/16/11,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,16,1
369,1/16/11,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,16,1
370,1/16/11,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,16,1
371,1/16/11,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,16,1
372,1/16/11,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,16,1
373,1/17/11,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,17,1
374,1/17/11,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,17,1
375,1/17/11,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,17,1
376,1/17/11,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,17,1
377,1/17/11,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,17,1
378,1/17/11,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,17,1
379,1/17/11,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,17,1
380,1/17/11,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,17,1
381,1/17/11,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,17,1
382,1/17/11,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,17,1
383,1/17/11,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,17,1
384,1/17/11,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,17,1
385,1/17/11,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,17,1
386,1/17/11,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,17,1
387,1/17/11,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,17,1
388,1/17/11,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,17,1
389,1/17/11,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,17,1
390,1/17/11,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,17,1
391,1/17/11,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,17,1
392,1/17/11,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,17,1
393,1/17/11,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,17,1
394,1/17/11,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,17,1
395,1/17/11,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,17,1
396,1/17/11,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,17,1
397,1/18/11,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,18,1
398,1/18/11,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,18,1
399,1/18/11,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,18,1
400,1/18/11,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,18,1
401,1/18/11,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,18,1
402,1/18/11,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,18,1
403,1/18/11,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,18,1
404,1/18/11,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,18,1
405,1/18/11,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,0,83,83,18,1
406,1/18/11,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,18,1
407,1/18/11,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,18,1
408,1/18/11,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,1,19,20,18,1
409,1/19/11,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,0,3,3,19,1
410,1/19/11,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,19,1
411,1/19/11,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,19,1
412,1/19/11,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,19,1
413,1/19/11,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,19,1
414,1/19/11,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,19,1
415,1/19/11,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,19,1
416,1/19/11,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,19,1
417,1/19/11,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,19,1
418,1/19/11,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,19,1
419,1/19/11,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,19,1
420,1/19/11,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,19,1
421,1/19/11,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,19,1
422,1/19/11,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,19,1
423,1/19/11,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,19,1
424,1/19/11,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,19,1
425,1/19/11,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,19,1
426,1/19/11,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,19,1
427,1/19/11,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,19,1
428,1/19/11,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,19,1
429,1/19/11,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,19,1
430,1/19/11,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,19,1
431,1/19/11,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,19,1
432,1/20/11,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,20,0
433,1/20/11,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,2,3,5,20,0
434,1/20/11,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0,0,2,2,20,0
435,1/20/11,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,20,0
436,1/20/11,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,20,0
437,1/20/11,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,20,0
438,1/20/11,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,20,0
439,1/20/11,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,20,0
440,1/20/11,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,20,0
441,1/20/11,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,20,0
442,1/20/11,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,20,0
443,1/20/11,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,20,0
444,1/20/11,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0,7,77,84,20,0
445,1/20/11,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,20,0
446,1/20/11,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,20,0
447,1/20/11,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,20,0
448,1/20/11,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,20,0
449,1/20/11,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,20,0
450,1/20/11,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,20,0
451,1/20/11,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,20,0
452,1/20/11,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,20,0
453,1/20/11,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,20,0
454,1/20/11,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,20,0
455,1/20/11,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,20,0
456,1/21/11,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,21,0
457,1/21/11,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,21,0
458,1/21/11,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,21,0
459,1/21/11,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,21,0
460,1/21/11,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,21,0
461,1/21/11,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,21,0
462,1/21/11,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,21,0
463,1/21/11,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,21,0
464,1/21/11,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,21,0
465,1/21/11,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,21,0
466,1/21/11,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,21,0
467,1/21/11,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,21,0
468,1/21/11,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,21,0
469,1/21/11,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,21,0
470,1/21/11,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,21,0
471,1/21/11,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,21,0
472,1/21/11,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,21,0
473,1/21/11,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,21,0
474,1/21/11,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,21,0
475,1/21/11,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,21,0
476,1/21/11,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,21,0
477,1/21/11,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,21,0
478,1/21/11,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,21,0
479,1/21/11,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,21,0
480,1/22/11,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,22,0
481,1/22/11,1,0,1,1,0,6,0,2,0.04,0,0.41,0.3881,3,9,12,22,0
482,1/22/11,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,22,0
483,1/22/11,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,22,0
484,1/22/11,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,22,0
485,1/22/11,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,22,0
486,1/22/11,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,22,0
487,1/22/11,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,1,26,27,22,0
488,1/22/11,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,22,0
489,1/22/11,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,22,0
490,1/22/11,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63,22,0
491,1/22/11,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70,22,0
492,1/22/11,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0,12,72,84,22,0
493,1/22/11,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,22,0
494,1/22/11,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0,10,93,103,22,0
495,1/22/11,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83,22,0
496,1/22/11,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0,8,59,67,22,0
497,1/22/11,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54,22,0
498,1/22/11,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,22,0
499,1/22/11,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,22,0
500,1/22/11,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39,22,0
501,1/22/11,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0,7,23,30,22,0
502,1/22/11,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33,22,0
503,1/23/11,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,23,0
504,1/23/11,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,23,0
505,1/23/11,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,23,0
506,1/23/11,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,23,0
507,1/23/11,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,23,0
508,1/23/11,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1,23,0
509,1/23/11,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2,23,0
510,1/23/11,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19,23,0
511,1/23/11,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28,23,0
512,1/23/11,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58,23,0
513,1/23/11,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99,23,0
514,1/23/11,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116,23,0
515,1/23/11,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87,23,0
516,1/23/11,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110,23,0
517,1/23/11,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77,23,0
518,1/23/11,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65,23,0
519,1/23/11,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55,23,0
520,1/23/11,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49,23,0
521,1/23/11,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50,23,0
522,1/23/11,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35,23,0
523,1/23/11,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25,23,0
524,1/23/11,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28,23,0
525,1/23/11,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21,23,0
526,1/24/11,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7,24,0
527,1/24/11,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1,24,0
528,1/24/11,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1,24,0
529,1/24/11,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1,24,0
530,1/24/11,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5,24,0
531,1/24/11,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15,24,0
532,1/24/11,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0,5,79,84,24,0
533,1/24/11,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0,6,171,177,24,0
534,1/24/11,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0,4,98,102,24,0
535,1/24/11,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0,6,34,40,24,0
536,1/24/11,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46,24,0
537,1/24/11,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63,24,0
538,1/24/11,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60,24,0
539,1/24/11,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45,24,0
